event_ID,utilized_cores,num_cores,core_utilization,event_t_arrival,event_t_finish,event_t_finish_minus_event_t_arrival,(event.t_finish-event.t_arrival)/T,event_dnn
68,18693,55296,0.3380533854166667,7914531475970.413,7914724526571.413,136915319.85815603,0.00193050601,GPT2
69,24252,55296,0.4385850694444444,8037989290587.863,8038005290931.863,11347761.70212766,0.00016000344,VGG16
70,12532,55296,0.22663483796296297,8277169344944.674,8280265378372.674,2195768388.6524825,0.03096033428,BERT
71,26991,55296,0.4881184895833333,8340166431715.439,8340215560822.439,34843338.29787234,0.00049129107,DLRM
72,55296,55296,1.0,8605291698089.469,8605309698433.469,12766201.418439718,0.00018000344,ResNet18
73,55296,55296,1.0,8685437333390.438,8685437345734.438,8754.609929078015,1.2344e-07,AlexNet
74,26410,55296,0.47761140046296297,8704352678504.738,8704370678848.738,12766201.418439718,0.00018000344,ResNet18
75,22856,55296,0.41333912037037035,8840129133951.78,8840322184552.78,136915319.85815603,0.00193050601,GPT2
76,55296,55296,1.0,8959471386589.877,8959490386933.877,13475421.276595745,0.00019000344,VGG19
77,55296,55296,1.0,8985654992077.783,8985655004421.783,8754.609929078015,1.2344e-07,AlexNet
78,55296,55296,1.0,9125847049150.201,9125847061494.201,8754.609929078015,1.2344e-07,AlexNet
79,18693,55296,0.3380533854166667,9130903168000.045,9130919168344.045,11347761.70212766,0.00016000344,VGG16
80,55296,55296,1.0,9144173023321.45,9144366073922.45,136915319.85815603,0.00193050601,GPT2
81,55296,55296,1.0,9194643013676.242,9194643026020.242,8754.609929078015,1.2344e-07,AlexNet
82,26410,55296,0.47761140046296297,9197514497790.076,9197707548391.076,136915319.85815603,0.00193050601,GPT2
83,55296,55296,1.0,9208288079294.791,9208306079638.791,12766201.418439718,0.00018000344,ResNet18
84,55296,55296,1.0,9285687164127.121,9285687176471.121,8754.609929078015,1.2344e-07,AlexNet
85,19274,55296,0.34856047453703703,9628856726162.943,9628905855269.943,34843338.29787234,0.00049129107,DLRM
86,24252,55296,0.4385850694444444,9642115431756.014,9642131432100.014,11347761.70212766,0.00016000344,VGG16
87,8755,55296,0.15832971643518517,9651717683686.36,9654813717114.36,2195768388.6524825,0.03096033428,BERT
