Timestring,Error_std,Error_mean
2022-04-14_041717,0.011879844575544625,0.015926426194089204
2022-04-14_042411,0.039664622299896694,0.06903367520041874
2022-04-14_043104,0.024078768138052507,0.03965412967497862
2022-04-14_043806,0.030752614127322154,0.05132406988662329
2022-04-14_044453,0.025136687086411317,0.042136655770889445
2022-04-14_045145,0.03984462199493426,0.06851823350483764
2022-04-14_045830,0.03587514222532862,0.060281632029215534
2022-04-14_050512,0.018173725283356812,0.030816930335803072
2022-04-14_051159,0.23996164892607347,-0.4148685226189168
2022-04-14_051848,0.012880293165165887,-0.012078678858470287
2022-04-14_052544,0.009982029234287629,-0.0021043078841077307
2022-04-14_053329,0.009439417551895205,0.00397807092565557
2022-04-14_054017,0.046996710423956686,0.08238848722356121
2022-04-14_054710,0.07965649446496562,0.13808232786606944
2022-04-14_055452,0.06226090689143023,0.10692897346527537
2022-04-14_060211,0.02027337018473715,0.03247549175840661
2022-04-14_060902,0.01196693708982549,0.009776918020164324
2022-04-14_061554,0.6854263237361654,-1.1874930225891471
2022-04-14_062248,0.01634047880012563,-0.019588208567067215
2022-04-14_062932,0.009815017363120761,-0.0050105242276445566
2022-04-14_063627,0.008738090108439994,0.0041534552946993
2022-04-14_064316,0.015376984645647764,0.024368863274848482
2022-04-14_065025,0.06035189474231077,0.10532884155671009
2022-04-14_065719,0.06594736262200335,0.11190012264132543
2022-04-14_070413,0.07800359232970171,0.13497260057018035
2022-04-14_071121,0.013562895467359832,0.016860842884231494
2022-04-14_071820,0.07292698291405668,-0.12588187659394617
2022-04-14_072519,0.03691474144558891,-0.05827473305332423
2022-04-14_073230,0.009911617100698262,-0.0035311388661037426
2022-04-14_073940,0.00921175461907477,0.000584792971077679
2022-04-14_074625,0.008896456476065292,0.006700981195148141
2022-04-14_075321,0.058612298040126555,0.10160632911837028
2022-04-14_080007,0.06742087462711033,0.11715446179308675
2022-04-14_080656,0.04128705497799839,0.06873381487087957
2022-04-14_081350,0.045368751086381706,0.07848406315720585
2022-04-14_082042,0.019265139229212327,-0.016605797805072653
2022-04-14_082739,0.43551121062449816,-0.7512950001475907
2022-04-14_083427,0.010686854043837183,-0.006228991295259859
2022-04-14_084113,0.009471529410395724,0.0012674788907087444
2022-04-14_084813,0.00890716432889515,0.005012848459092684
2022-04-14_085505,0.027267620167336904,0.04733943747068059
2022-04-14_090257,0.07686053357002365,0.13468759317872947
2022-04-14_091002,0.06511690053756494,0.11387790959248767
2022-04-14_091650,0.024092999743817227,0.038091824773161136
2022-04-14_092341,0.007915861510275906,0.0012277150456931386
2022-04-14_093027,0.013399492546486397,0.016933714358679443
2022-04-14_190923,0.10023920762893698,-0.1844162266725744
2022-04-15_134553,0.0801590716242077,-0.15448878613264364
2022-04-15_140100,0.09577855093316301,0.17534344124420054
2022-04-15_141659,0.10880393472178751,0.18566996695371837
2022-04-15_143220,0.09996006189705275,0.14779996143915236
2022-04-15_144715,0.3845142891406988,0.061758319757865256
2022-04-15_150234,0.25663005578732007,-0.044167006870152264
2022-04-15_151734,0.17396774623698066,-0.3059085422261727
2022-04-15_153305,0.13252419833971577,0.20825934869060286
2022-04-15_154850,0.09546099277667555,0.16831126128335003
2022-04-15_160431,0.10379906035698344,0.09842200774522578
2022-04-15_161933,0.11044054386953668,0.14190050995732703
2022-04-15_163437,0.08028701737239416,0.1267433250208891
2022-04-15_164951,0.09278905621031039,0.08881387903147955
2022-04-15_170502,0.15518164290816172,0.032245609570170884
2022-04-15_172025,0.15082552463380552,-0.09602247232707092
2022-04-15_173526,3.286962937692689,-2.039881798217781
2022-04-15_175106,0.21149372133424166,-0.4162427951429768
2022-04-15_180619,0.3303870455439701,-0.3340798883171973
2022-04-15_182121,0.15246504752435117,0.2092610152267315
2022-04-15_183701,0.1529099769919893,0.16453817706424873
2022-04-15_185243,2.528338214113955,-1.433005090291696
2022-04-15_190858,2.872808117447288,-3.6468568069559892
2022-04-15_192417,0.16437754901333249,0.11327495572932056
2022-04-15_193929,0.16590422814337177,0.2107918452817305
2022-04-15_195507,0.16244287603889396,0.20496024994341563
2022-04-15_201032,0.06426998665002528,0.03453695937480755
2022-04-15_202534,3.3034118499179317,-2.356565774949362
2022-04-15_204108,0.27387536155457415,-1.1208465990937204
2022-04-15_205604,0.167284129562473,0.2142727711633147
2022-04-15_211134,0.17627331756078754,0.2531790131606435
2022-04-15_212640,0.1385203991211437,0.21566643954931983
2022-04-15_214210,0.30914810776501794,0.3320167772644734
2022-04-15_215718,0.11138304880085217,0.060948040775920434
2022-04-15_221216,0.09686991213190269,-0.0995544626644185
2022-04-15_222731,0.23906494098628797,0.3547920101492568
2022-04-15_224256,4.31032383985068,-3.000651775976658
2022-04-15_225952,0.2155632061237079,-0.1688208914457956
2022-04-15_231758,0.1732465858584048,0.12303698094528989
2022-04-15_233315,0.22167206059580566,0.3560414864906717
2022-04-15_234816,4.080239178583708,-2.6575399116594296
2022-04-16_000342,0.4547437085210586,-0.6759024770589938
2022-04-16_001847,0.1568499791326542,0.14681009062047448
2022-04-16_003446,0.2351193294853758,0.36303041492033683
2022-04-16_005106,4.9479598434391905,-3.4748548038390097
2022-04-16_010652,1.8467727589762506,-2.5160637506227106
2022-04-16_012158,0.15842667969064642,0.08343489746790561
2022-04-16_013655,0.23124959664533923,0.32726029175221594
