event_ID,utilized_cores,num_cores,core_utilization,event_t_arrival,event_t_finish,event_t_finish_minus_event_t_arrival,(event.t_finish-event.t_arrival)/T,event_dnn
32,20480,20480,1.0,4280965468208.3105,4281016145971.3105,45491708.25852782,0.00050677763,DLRM
33,20480,20480,1.0,4293690920749.844,4293711469749.844,18446140.035906643,0.00020549,VGG19
34,20480,20480,1.0,4295646616200.236,4295667165200.236,18446140.035906643,0.00020549,VGG19
35,20480,20480,1.0,4544371155888.527,4544372727888.527,1411131.0592459603,1.572e-05,AlexNet
36,7554,20480,0.36884765625,4575234036962.491,4575284714725.491,45491708.25852782,0.00050677763,DLRM
37,20480,20480,1.0,4663034621248.188,4663085299011.188,45491708.25852782,0.00050677763,DLRM
38,20480,20480,1.0,4748393825253.886,4748414374253.886,18446140.035906643,0.00020549,VGG19
39,20480,20480,1.0,5061975262313.405,5084977861570.405,20648652833.931774,0.23002599257,ChatGPT
40,20480,20480,1.0,5182292028507.723,5182293600507.723,1411131.0592459603,1.572e-05,AlexNet
41,20480,20480,1.0,5258530713315.828,5258550262315.828,17548473.96768402,0.00019549,ResNet18
42,20480,20480,1.0,5377078587097.301,5377099136097.301,18446140.035906643,0.00020549,VGG19
43,11951,20480,0.583544921875,5454862096728.379,5455056695985.379,174685149.91023338,0.00194599257,GPT2
44,20480,20480,1.0,5531626845584.6045,5534724427668.6045,2780594330.341113,0.03097582084,BERT
45,18693,20480,0.912744140625,5546705195006.794,5546722744006.794,15753141.831238778,0.00017549,VGG16
46,6392,20480,0.312109375,5836013298257.102,5836207897514.102,174685149.91023338,0.00194599257,GPT2
47,11951,20480,0.583544921875,6050678734513.481,6050873333770.481,174685149.91023338,0.00194599257,GPT2
48,20480,20480,1.0,6065467814711.541,6068565396795.541,2780594330.341113,0.03097582084,BERT
49,20480,20480,1.0,6288156106510.439,6311158705767.439,20648652833.931774,0.23002599257,ChatGPT
50,20480,20480,1.0,6338852222717.304,6338902900480.304,45491708.25852782,0.00050677763,DLRM
51,20480,20480,1.0,6444493425191.369,6444512974191.369,17548473.96768402,0.00019549,ResNet18
52,20480,20480,1.0,6487228592261.426,6487246141261.426,15753141.831238778,0.00017549,VGG16
53,20480,20480,1.0,6588794539026.442,6588812088026.442,15753141.831238778,0.00017549,VGG16
54,20480,20480,1.0,6803614632673.882,6803634181673.882,17548473.96768402,0.00019549,ResNet18
55,20480,20480,1.0,6907955875096.447,6907957447096.447,1411131.0592459603,1.572e-05,AlexNet
56,20480,20480,1.0,6950864824321.316,6953962406405.316,2780594330.341113,0.03097582084,BERT
57,20480,20480,1.0,6994953079483.284,6994972628483.284,17548473.96768402,0.00019549,ResNet18
58,20480,20480,1.0,7050830651799.627,7050850200799.627,17548473.96768402,0.00019549,ResNet18
59,20480,20480,1.0,7052004433106.203,7052024982106.203,18446140.035906643,0.00020549,VGG19
60,20480,20480,1.0,7149210076524.983,7152307658608.983,2780594330.341113,0.03097582084,BERT
61,20480,20480,1.0,7303833608507.543,7303851157507.543,15753141.831238778,0.00017549,VGG16
62,20480,20480,1.0,7363601334128.169,7363602906128.169,1411131.0592459603,1.572e-05,AlexNet
63,20480,20480,1.0,7648051832544.053,7671054431801.053,20648652833.931774,0.23002599257,ChatGPT
64,20480,20480,1.0,7675105093450.133,7675155771213.133,45491708.25852782,0.00050677763,DLRM
65,20480,20480,1.0,7822768583596.054,7845771182853.054,20648652833.931774,0.23002599257,ChatGPT
66,20480,20480,1.0,7823056029028.0,7845775182853.054,20394213487.48089,0.22719153825053712,ResNet18
67,20480,20480,1.0,7839653202391.482,7866819182853.054,24385978870.351246,0.2716598046157129,ChatGPT
68,18693,20480,0.912744140625,7914531475970.413,7914726075227.413,174685149.91023338,0.00194599257,GPT2
69,20480,20480,1.0,8037989290587.863,8038006839587.863,15753141.831238778,0.00017549,VGG16
70,12532,20480,0.6119140625,8277169344944.674,8280266927028.674,2780594330.341113,0.03097582084,BERT
71,20480,20480,1.0,8340166431715.439,8340217109478.439,45491708.25852782,0.00050677763,DLRM
72,20480,20480,1.0,8605291698089.469,8605311247089.469,17548473.96768402,0.00019549,ResNet18
73,20480,20480,1.0,8685437333390.438,8685438905390.438,1411131.0592459603,1.572e-05,AlexNet
74,20480,20480,1.0,8704352678504.738,8704372227504.738,17548473.96768402,0.00019549,ResNet18
75,20480,20480,1.0,8840129133951.78,8840323733208.78,174685149.91023338,0.00194599257,GPT2
76,20480,20480,1.0,8959471386589.877,8959491935589.877,18446140.035906643,0.00020549,VGG19
77,20480,20480,1.0,8985654992077.783,8985656564077.783,1411131.0592459603,1.572e-05,AlexNet
78,20480,20480,1.0,9125847049150.201,9125848621150.201,1411131.0592459603,1.572e-05,AlexNet
79,18693,20480,0.912744140625,9130903168000.045,9130920717000.045,15753141.831238778,0.00017549,VGG16
80,20480,20480,1.0,9144173023321.45,9144367622578.45,174685149.91023338,0.00194599257,GPT2
81,20480,20480,1.0,9194643013676.242,9194644585676.242,1411131.0592459603,1.572e-05,AlexNet
82,20480,20480,1.0,9197514497790.076,9197709097047.076,174685149.91023338,0.00194599257,GPT2
83,20480,20480,1.0,9208288079294.791,9208307628294.791,17548473.96768402,0.00019549,ResNet18
84,20480,20480,1.0,9285687164127.121,9285688736127.121,1411131.0592459603,1.572e-05,AlexNet
85,19274,20480,0.94111328125,9628856726162.943,9628907403925.943,45491708.25852782,0.00050677763,DLRM
86,20480,20480,1.0,9642115431756.014,9642132980756.014,15753141.831238778,0.00017549,VGG16
87,8755,20480,0.427490234375,9651717683686.36,9654815265770.36,2780594330.341113,0.03097582084,BERT
